code_muni;mun_pe;geom;mun_match;year;homic_f_all;homic_f_control;homic_f_treated;homic_m_all;homic_m_control;homic_m_treated;other_f_all;other_f_control;other_f_treated;other_m_all;other_m_control;other_m_treated
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2002;2;0;0;24;14;14;210;1;0;227;9;4
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2003;1;0;0;37;17;9;243;3;1;244;9;2
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2004;0;0;0;20;10;9;217;1;6;228;6;6
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2005;2;0;0;30;15;6;229;2;2;257;5;1
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2006;5;0;0;42;15;9;237;4;5;225;6;2
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2007;7;1;0;22;18;15;233;4;2;252;3;8
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2008;3;0;0;29;17;14;241;2;0;239;7;1
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2009;3;0;0;32;13;18;218;2;0;270;8;2
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2010;4;1;1;23;18;11;234;2;1;269;5;0
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2011;2;1;2;27;9;4;271;1;1;290;8;1
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2012;2;1;0;28;8;13;236;1;2;299;5;4
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2013;0;0;1;24;6;5;261;1;2;314;6;5
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2014;3;1;0;20;13;7;281;1;3;322;5;2
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2015;1;1;0;27;12;8;312;1;0;327;5;0
2600054;2600054;-34.8991305847304|-7.90444899;abreu_e_lima;2016;3;0;0;18;14;11;290;1;2;325;5;4
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2002;0;0;0;5;1;3;81;1;0;104;1;2
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2003;0;0;0;1;1;2;93;0;2;97;6;1
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2004;0;0;0;4;4;1;81;1;0;93;2;2
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2005;3;0;0;1;1;1;93;0;0;105;1;2
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2006;0;0;0;3;1;1;96;0;1;97;5;0
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2007;0;0;1;4;2;1;97;0;0;103;3;0
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2008;0;0;0;3;0;1;94;0;0;110;3;2
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2009;1;0;0;4;1;0;107;0;0;110;3;4
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2010;1;0;0;5;0;2;102;1;2;116;1;1
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2011;0;0;0;3;0;0;108;0;0;124;3;1
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2012;1;0;0;2;0;0;123;1;0;118;1;2
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2013;0;0;0;2;0;0;110;1;1;122;2;1
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2014;0;0;1;2;0;0;100;2;0;131;1;1
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2015;0;0;0;0;0;1;148;2;1;120;4;0
2600104;2600104;-37.6376860181022|-7.74832758583151;afogados_da_ingazeira;2016;0;0;0;3;0;0;137;0;0;146;1;1
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2002;0;0;0;0;0;0;28;0;1;34;0;0
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2003;1;0;0;1;0;0;40;1;0;41;2;2
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2004;0;0;0;2;0;0;34;0;1;40;0;1
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2005;1;0;0;0;0;0;29;1;1;34;0;0
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2006;0;0;0;2;1;1;24;1;0;30;2;1
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2007;1;0;0;1;0;0;42;0;0;42;2;0
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2008;0;0;0;5;1;0;27;0;0;54;2;1
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2009;0;0;0;2;0;0;34;0;0;32;1;0
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2010;0;0;0;3;0;0;42;1;0;35;1;0
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2011;1;0;0;6;1;0;34;1;0;45;0;1
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2012;0;0;0;1;0;0;29;1;0;47;1;0
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2013;0;0;0;2;0;0;35;0;0;43;1;4
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2014;0;0;0;0;0;0;47;2;0;39;1;1
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2015;2;0;0;3;0;1;47;0;1;45;1;1
2600203;2600203;-41.0057973410949|-8.51109128375517;afr_a_nio;2016;0;0;0;0;0;0;32;0;0;50;3;1
2600302;2600302;-35.94677683746|-8.455973;agrestina;2002;1;0;0;6;2;1;72;1;1;91;1;1
2600302;2600302;-35.94677683746|-8.455973;agrestina;2003;1;0;0;11;3;2;68;0;1;76;3;0
2600302;2600302;-35.94677683746|-8.455973;agrestina;2004;1;0;0;9;4;1;74;0;0;89;2;1
2600302;2600302;-35.94677683746|-8.455973;agrestina;2005;0;1;0;7;2;2;55;0;0;78;1;3
2600302;2600302;-35.94677683746|-8.455973;agrestina;2006;0;0;1;5;2;2;82;2;2;67;3;0
2600302;2600302;-35.94677683746|-8.455973;agrestina;2007;0;0;0;4;1;1;63;0;0;87;1;1
2600302;2600302;-35.94677683746|-8.455973;agrestina;2008;0;0;0;8;4;3;62;0;0;94;2;0
2600302;2600302;-35.94677683746|-8.455973;agrestina;2009;0;0;0;13;1;2;72;1;0;88;4;1
2600302;2600302;-35.94677683746|-8.455973;agrestina;2010;1;0;0;8;1;2;68;0;0;112;2;1
2600302;2600302;-35.94677683746|-8.455973;agrestina;2011;1;0;0;10;1;1;84;0;0;106;3;2
2600302;2600302;-35.94677683746|-8.455973;agrestina;2012;0;0;0;4;2;0;78;1;1;96;4;3
2600302;2600302;-35.94677683746|-8.455973;agrestina;2013;1;1;1;11;2;2;75;1;1;101;2;1
2600302;2600302;-35.94677683746|-8.455973;agrestina;2014;1;0;0;6;1;4;78;0;1;105;3;2
2600302;2600302;-35.94677683746|-8.455973;agrestina;2015;1;0;0;10;1;2;85;0;2;98;1;2
2600302;2600302;-35.94677683746|-8.455973;agrestina;2016;1;0;0;13;11;4;84;1;0;111;4;2
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2002;1;0;0;9;4;3;64;0;2;95;2;1
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2003;0;0;0;5;0;0;89;1;2;111;1;1
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2004;1;0;0;4;1;1;70;2;0;116;2;1
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2005;0;0;0;4;2;0;70;1;0;76;2;1
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2006;1;0;0;0;1;1;52;2;1;93;2;3
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2007;0;0;0;1;0;4;65;0;0;87;3;0
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2008;0;0;0;4;0;1;70;0;0;89;2;4
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2009;0;0;0;6;2;0;77;0;2;71;3;3
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2010;0;0;0;2;2;0;65;0;2;84;2;2
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2011;2;0;0;4;4;0;73;1;1;102;1;2
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2012;0;0;0;2;0;0;74;1;0;91;3;3
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2013;0;0;0;5;0;0;69;1;1;106;1;1
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2014;1;0;0;3;1;3;65;1;1;97;4;0
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2015;1;0;0;8;2;2;77;1;0;94;1;3
2600401;2600401;-35.5185573511919|-8.70912255231174;a_gua_preta;2016;1;0;0;10;2;1;70;3;0;103;2;1
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2002;1;0;0;5;6;0;55;1;3;99;6;0
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2003;1;0;0;12;3;1;61;0;0;87;5;0
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2004;0;0;1;3;0;0;68;0;0;83;3;1
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2005;0;0;0;7;3;0;60;0;1;77;3;1
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2006;0;0;0;10;4;1;51;0;1;83;0;5
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2007;0;0;0;12;7;1;90;1;1;123;1;4
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2008;1;0;0;7;1;0;109;3;1;124;2;2
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2009;0;0;0;10;5;1;111;2;0;127;5;1
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2010;1;0;0;6;2;0;105;1;5;123;6;3
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2011;0;0;0;12;0;2;130;1;1;143;3;4
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2012;0;0;0;11;1;1;131;2;0;129;4;4
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2013;1;0;0;3;3;0;124;0;2;128;7;2
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2014;0;0;0;7;0;1;129;1;0;128;3;4
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2015;1;0;0;13;2;2;141;2;0;174;6;0
2600500;2600500;-37.1219571685606|-9.1145895;a_guas_belas;2016;2;1;1;16;3;2;141;0;1;132;6;2
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2002;0;0;0;1;0;0;23;0;0;32;0;1
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2003;0;0;0;6;1;0;44;0;0;49;0;0
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2004;0;0;0;1;0;0;39;2;0;38;2;0
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2005;1;0;0;2;1;0;28;1;3;50;0;0
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2006;0;0;0;3;0;0;43;0;0;38;0;1
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2007;0;0;0;2;1;1;23;0;0;51;2;2
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2008;1;0;0;0;1;0;39;0;0;41;2;0
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2009;1;0;0;1;0;0;39;0;0;35;2;0
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2010;0;0;0;3;0;0;42;0;0;41;0;1
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2011;0;0;0;1;2;1;58;1;0;47;2;1
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2012;0;0;0;3;0;1;39;1;1;40;2;0
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2013;1;0;0;3;0;0;40;0;0;51;0;1
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2014;0;0;0;3;0;1;42;0;0;43;0;2
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2015;0;1;0;3;0;0;46;0;0;59;3;0
2600609;2600609;-36.7754560083166|-8.46627052298468;alagoinha;2016;0;0;0;1;1;0;49;0;1;58;2;0
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2002;1;0;0;11;1;2;79;0;1;117;4;2
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2003;0;0;0;13;3;5;90;4;1;129;2;2
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2004;1;0;0;13;9;2;89;2;0;107;3;9
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2005;1;1;0;17;6;2;67;0;1;123;4;1
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2006;1;0;0;14;6;6;61;1;1;112;5;5
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2007;3;0;0;6;3;0;75;1;1;106;4;0
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2008;2;0;0;10;1;3;90;0;0;126;4;3
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2009;0;0;0;10;2;1;84;0;0;119;2;0
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2010;1;0;0;5;0;2;102;1;0;112;4;1
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2011;1;0;0;9;0;6;74;1;2;128;1;2
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2012;2;0;0;8;3;1;86;0;0;135;6;2
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2013;2;1;1;10;3;0;88;0;0;128;4;1
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2014;2;0;0;5;5;2;99;0;2;115;4;3
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2015;0;0;0;7;1;2;112;0;0;133;0;3
2600708;2600708;-35.228501497065|-7.60472980846341;alian_a_a;2016;1;0;0;11;6;2;117;1;0;155;0;3
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2002;0;0;0;3;0;1;80;2;1;69;2;0
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2003;0;0;0;1;2;1;74;0;0;84;1;2
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2004;0;0;1;5;0;0;72;0;2;66;1;1
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2005;0;0;1;4;0;2;75;2;0;91;0;2
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2006;0;0;0;3;2;3;82;0;0;79;1;0
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2007;2;0;0;9;1;2;97;0;0;93;0;1
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2008;0;0;0;7;3;1;81;0;0;94;1;1
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2009;0;0;0;5;1;1;90;0;0;96;3;2
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2010;0;0;0;4;1;0;84;1;0;93;3;0
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2011;1;0;1;4;0;1;80;0;0;85;3;0
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2012;0;0;0;4;0;0;80;0;1;69;0;2
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2013;0;0;0;1;1;0;85;1;1;104;0;2
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2014;0;1;0;0;2;3;76;0;1;97;1;2
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2015;0;0;0;8;3;2;96;0;1;94;2;2
2600807;2600807;-36.0596997585832|-8.4895925;altinho;2016;0;0;0;8;2;0;108;0;0;97;2;1
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2002;0;0;0;7;2;0;57;0;0;73;1;0
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2003;0;0;0;11;3;1;50;0;2;64;3;1
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2004;1;0;0;8;3;2;51;0;1;59;0;2
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2005;0;0;0;8;4;1;54;0;1;57;0;1
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2006;0;0;0;15;6;1;56;1;0;66;2;2
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2007;2;0;1;12;3;1;38;2;0;59;1;0
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2008;1;0;0;5;2;0;49;0;0;60;1;1
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2009;0;0;0;7;4;0;54;0;0;65;3;0
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2010;1;0;0;5;2;2;44;0;0;64;3;2
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2011;0;0;0;6;1;1;50;0;1;68;0;0
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2012;0;0;0;5;0;2;49;0;0;71;0;0
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2013;0;0;0;2;0;2;48;1;1;54;2;3
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2014;0;0;0;10;2;2;46;0;1;70;0;0
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2015;0;0;0;3;0;1;50;0;0;54;5;3
2600906;2600906;-35.4507729209957|-8.378487;amaraji;2016;1;0;0;13;8;5;55;0;0;68;0;1
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2002;0;0;0;1;0;0;28;0;0;40;0;0
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2003;0;0;0;1;1;0;25;0;0;34;0;0
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2004;0;0;0;2;0;0;44;0;0;24;0;0
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2005;1;0;0;0;0;0;40;0;1;30;0;1
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2006;0;0;0;0;0;0;26;1;0;26;0;0
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2007;0;0;0;2;1;0;43;0;1;39;1;1
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2008;0;0;0;2;0;0;34;0;0;35;0;0
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2009;0;0;0;1;1;1;36;0;0;40;0;1
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2010;0;0;0;1;1;0;23;0;0;30;0;0
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2011;0;0;0;2;0;0;27;0;0;33;2;0
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2012;0;0;0;2;0;0;40;0;0;43;1;0
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2013;0;0;0;2;1;0;35;0;1;46;0;2
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2014;0;0;0;1;1;1;39;0;0;34;3;0
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2015;0;0;0;1;3;1;38;1;1;34;4;0
2601003;2601003;-36.2848143554983|-8.89037420790994;angelim;2016;0;0;0;4;1;0;47;0;2;44;1;4
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2002;0;0;0;2;0;2;27;1;0;61;0;0
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2003;0;0;0;1;0;0;33;3;1;49;1;1
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2004;1;0;0;0;1;1;58;0;0;51;2;0
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2005;0;0;0;0;2;0;33;1;1;45;0;1
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2006;0;0;0;5;0;0;44;0;0;49;1;2
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2007;0;0;1;3;0;0;44;0;1;38;2;1
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2008;0;0;0;1;0;0;24;2;0;27;0;0
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2009;0;0;0;1;0;2;45;0;3;48;2;1
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2010;2;0;0;7;3;0;50;0;0;43;3;1
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2011;0;0;0;4;0;2;43;1;0;54;0;2
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2012;0;0;0;6;0;0;40;0;2;65;1;0
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2013;0;0;0;5;0;0;25;0;0;54;1;0
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2014;0;0;0;4;1;1;34;0;1;46;0;0
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2015;2;0;0;4;1;2;47;1;1;47;0;0
2601052;2601052;-35.0939665275381|-7.78564187251451;ara_a_oiaba;2016;1;0;0;7;2;2;46;0;0;49;2;1
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2002;0;1;0;23;6;3;131;0;2;167;8;11
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2003;3;1;1;21;8;0;136;4;1;178;10;2
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2004;0;0;0;8;2;0;141;6;2;187;16;10
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2005;0;0;0;15;6;2;139;3;1;192;6;6
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2006;1;0;0;11;3;5;139;6;1;164;7;7
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2007;1;0;0;13;4;2;145;1;0;197;7;6
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2008;2;0;0;14;4;3;163;5;5;208;6;9
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2009;4;0;0;12;1;0;167;3;1;188;15;4
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2010;0;0;0;7;3;1;154;3;2;194;14;7
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2011;1;0;0;13;6;2;155;1;3;216;11;6
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2012;0;0;0;11;3;4;153;4;2;221;11;2
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2013;2;1;0;11;1;2;175;2;1;208;13;1
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2014;0;0;0;11;4;0;171;3;2;202;5;6
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2015;5;0;0;17;4;4;179;1;1;243;9;9
2601102;2601102;-40.5024605749941|-7.5781415;araripina;2016;0;1;0;15;4;6;208;2;2;249;10;9
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2002;1;0;0;10;1;0;156;0;1;178;4;4
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2003;0;1;0;13;2;2;192;3;1;204;7;4
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2004;2;0;0;16;6;4;175;1;2;184;4;3
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2005;3;1;0;19;3;4;191;2;1;191;5;1
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2006;3;1;0;15;5;4;175;3;3;149;5;2
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2007;2;2;0;22;5;5;166;1;1;230;5;4
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2008;0;1;0;22;5;5;190;2;2;191;8;4
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2009;1;1;0;12;1;1;185;3;0;187;6;5
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2010;1;0;0;16;6;4;181;3;1;181;4;1
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2011;2;0;0;9;4;4;190;1;1;220;3;2
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2012;5;0;0;14;4;2;223;3;2;196;4;4
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2013;3;0;0;7;3;2;193;1;1;204;4;5
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2014;1;0;0;16;3;1;161;2;0;190;1;4
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2015;3;0;0;22;0;4;240;0;1;293;4;1
2601201;2601201;-37.0565055646245|-8.4239405;arcoverde;2016;2;1;1;19;8;0;274;1;2;255;5;4
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2002;0;0;0;1;2;0;18;0;0;37;1;0
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2003;0;0;0;1;1;0;35;1;0;28;0;0
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2004;0;0;0;0;0;1;24;0;0;33;2;0
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2005;0;0;0;1;1;0;27;0;0;28;1;0
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2006;1;0;0;2;1;0;35;0;0;22;3;1
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2007;0;0;0;2;0;0;22;0;0;36;1;1
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2008;0;0;0;1;0;1;25;2;1;41;0;2
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2009;0;0;0;0;0;0;26;1;0;39;1;0
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2010;0;0;0;1;1;0;27;0;0;29;0;1
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2011;0;0;0;2;0;0;34;0;0;28;0;1
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2012;0;0;0;1;2;1;29;0;0;44;0;0
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2013;0;0;0;5;0;0;27;0;0;35;0;1
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2014;0;0;0;3;2;0;33;0;0;48;0;1
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2015;0;0;0;5;3;1;31;2;0;46;3;1
2601300;2601300;-35.6628188858245|-8.42093503757972;barra_de_guabiraba;2016;0;0;0;6;1;0;29;0;0;48;1;1
2601409;2601409;-35.1990859873173|-8.81413799010684;barreiros;2002;0;0;0;4;3;2;111;2;0;148;4;3
2601409;2601409;-35.1990859873173|-8.81413799010684;barreiros;2003;1;0;0;9;2;0;100;1;0;163;3;0
2601409;2601409;-35.1990859873173|-8.81413799010684;barreiros;2004;1;1;0;8;5;2;110;1;1;136;3;0
2601409;2601409;-35.1990859873173|-8.81413799010684;barreiros;2005;2;0;0;9;4;1;101;2;3;138;6;3
2601409;2601409;-35.1990859873173|-8.81413799010684;barreiros;2006;2;0;0;10;0;0;76;0;2;111;3;1
2601409;2601409;-35.1990859873173|-8.81413799010684;barreiros;2007;0;0;0;16;1;3;120;0;0;148;5;5
2601409;2601409;-35.1990859873173|-8.81413799010684;barreiros;2008;0;0;0;6;5;2;120;2;2;161;4;1
2601409;2601409;-35.1990859873173|-8.81413799010684;barreiros;2009;0;0;0;8;1;2;93;0;1;138;2;0
2601409;2601409;-35.1990859873173|-8.81413799010684;barreiros;2010;1;0;0;6;0;0;106;2;0;140;3;2
2601409;2601409;-35.1990859873173|-8.81413799010684;barreiros;2011;0;0;0;4;3;1;115;4;1;159;6;2
